"donation","Kw_m","PaperID","TreatmentCode"
"20",0.727272727272727,"2017Ves049","1a"
"15",0.470454545454545,"2017Ves049","1a"
"10",0.268181818181818,"2017Ves049","1a"
"5",-0.177272727272727,"2017Ves049","1a"
"20",0.708333333333333,"2017Ves049","2a"
"15",0.489583333333333,"2017Ves049","2a"
"10",0.272916666666667,"2017Ves049","2a"
"5",-0.177083333333333,"2017Ves049","2a"
"20",0.586764705882353,"2017Ves049","3a"
"15",0.530882352941176,"2017Ves049","3a"
"10",0.423529411764706,"2017Ves049","3a"
"5",-0.0823529411764706,"2017Ves049","3a"
