"donation","Kw_m","PaperID","TreatmentCode"
"0",-0.196078431372549,"2017Del037",3
"1",0.470588235294118,"2017Del037",3
"2",0.313725490196078,"2017Del037",3
"3",0.411764705882353,"2017Del037",3
"4",-0.274509803921569,"2017Del037",3
"5",-0.666666666666667,"2017Del037",3
"6",-0.862745098039216,"2017Del037",3
"0",-0.1875,"2017Del037",2
"1",0.604166666666667,"2017Del037",2
"2",0.270833333333333,"2017Del037",2
"3",0.229166666666667,"2017Del037",2
"4",-0.25,"2017Del037",2
"5",-0.5625,"2017Del037",2
"6",-0.791666666666667,"2017Del037",2
"0",-0.111111111111111,"2017Del037",1
"1",0.333333333333333,"2017Del037",1
"2",0.288888888888889,"2017Del037",1
"3",0.333333333333333,"2017Del037",1
"4",-0.155555555555556,"2017Del037",1
"5",-0.644444444444444,"2017Del037",1
"6",-0.822222222222222,"2017Del037",1
